공고 번호,공고 차수,사업명,사업 금액,발주 기관,공개 일자,입찰 참여 시작일,입찰 참여 마감일,사업 요약,파일형식,파일명,공고번호_결측,공고차수_결측,입찰참여시작일_결측,입찰참여마감일_결측,사업금액_결측
20240812818,0.0,KUSF 체육특기자 경기기록 관리시스템 개발,150000000,(사）한국대학스포츠협의회,2024-08-16 08:52:03,2024-09-02 10:00:00,2024-09-06 10:00:00,"- KUSF 체육특기자 경기기록 관리시스템 개발
- 사업 배경: 경기실적으로만 체육특기자 선발 결정하는 문제 해결을 위한 경기력 평가지표 개발 필요
- 사업 범위: KUSF 체육특기자 경기기록 관리시스템 및 경기력 평가지표 개발
- 기대 효과: 체육특기자 대입 공정성 확보, 경기력 평가 자료 제공, 학생선수 개인별 경기력 판단 가능",pdf,(사）한국대학스포츠협의회_KUSF 체육특기자 경기기록 관리시스템 개발.pdf,False,False,False,False,False
20240815487,0.0,대학재정정보시스템(기본재산 및 기채 사후관리) 고도화,211000000,한국사학진흥재단,2024-08-16 09:53:09,2024-08-16 13:00:00,2024-08-27 16:00:00,"- 사업 개요: 대학재정정보시스템(기본재산 및 기채 사후관리) 고도화
- 추진배경: 대학설립-운영 규정 개정으로 인한 신청 증가 및 관리 필요성 확대
- 사업범위: 기본재산-기채 사후관리 기능개선, 학교법인 보통재산 접수 기능개선
- 기대효과: 신속한 처리, 자료 정확성 개선, 효율적인 업무 처리, 보안 강화
- 추진목표: 사후관리 업무 신속 처리 및 자료 관리 정확성 개선을 위한 시스템 기능 개선",pdf,한국사학진흥재단_대학재정정보시스템(기본재산 및 기채 사후관리) 고.pdf,False,False,False,False,False
Unknown_12,-1.0,[사전공개] 학업성취도 다차원 종단분석 통합시스템 1차 고도화 용역,협의 예정,서울시립대학교,2023-06-20 00:00:00,미정,미정,"- 사업개요: 학업성취도 다차원 종단분석 통합시스템 1차 고도화
- 추진배경: 서울시립대학교에서 학업성취도 평가를 효과적으로 수행하기 위해
- 사업범위: 종단분석 통합시스템의 고도화를 통한 학업성취도 평가 기능 개선
- 기대효과: 정확한 학생 성취도 평가 및 개인 맞춤형 교육 지원 가능
- 추진목표: 학업성취도 평가의 정확성과 효율성 향상",pdf,서울시립대학교_[사전공개] 학업성취도 다차원 종단분석 통합시스템 1차.pdf,True,True,True,True,True
Unknown_13,-1.0,[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정,협의 예정,경희대학교,2024-05-02 00:00:00,미정,미정,"- 사업명: 경희대학교 산학협력단 정보시스템 운영 용역사업
- 추진배경: 정보시스템 운영 효율화 및 안정적인 서비스 제공을 위한 최적상태 유지
- 사업범위: 정보시스템 운영 및 유지관리, 내/외부 연계시스템 운영/유지관리, 정보시스템 개발/운영 관련 제반 업무
- 기대효과: 사용자 편의성 향상, 신속한 요구사항 처리 및 시스템 반영, 연계시스템 관련 지원 및 개발 등
- 추진목표: 최적의 운영상태 유지, 서비스 연속성 향상, 사업의 성공적인 수행",pdf,경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.pdf,True,True,True,True,True
Unknown_14,-1.0,건설통합시스템(CMS) 고도화,780230000,한국수자원공사,2024-05-31 00:00:00,미정,미정,"- 사업개요: 건설통합시스템(CMS) 고도화 사업으로, 위원회 및 건설사업관리용역에 대한 기능 구축과 개선이 목표입니다.
- 추진배경: 위원회와 건설사업관리에 대한 효율성 및 편의성을 높이기 위해 CMS를 고도화하고자 하는 필요성이 있습니다.
- 사업범위: 위원회 기능 개선, 건설사업관리용역 기능 개선 등을 포함한 CMS의 고도화 작업이 수행됩니다.
- 기대효과: 위원회 및 건설사업관리용역에 대한 효율성과 정확성이 향상되며, 업무 수행에 대한 편의성이 증가할 것으로 기대됩니다.
- 추진목표: CMS를 고도화하여 위원회 및 건설사업관리용역에 대한 효율적이고 원활한 업무 수행을 지원하는 것이 목표입니다.",pdf,한국수자원공사_건설통합시스템(CMS) 고도화.pdf,True,True,True,True,False
Unknown_15,-1.0,통합정보시스템 고도화 용역,140000000,국가과학기술지식정보서비스,2024-05-30 00:00:00,2024-05-30 00:00:00,2024-06-11 00:00:00,"- 사업 개요: 통합정보시스템 고도화 용역, 사업기간 5개월 이내, 추정가격 140,000,000원 이내, 협상에 의한 계약
- 사업추진 방안: 기존 시스템과의 연계를 고려한 신규 시스템 설계, 자료 표준화 및 체계화, 사용자 편의성 고려한 UI/UX 시스템 구현, 기존 시스템 및 인프라 활용한 운영환경 구성
- 사업 범위: 기관생명윤리, 동물실험윤리, 국가연구개발사업 연구비 사용기준 준수, 연구계획 관리, 전자결재서식 연동, 기능개선(연구노트 관리)
- 추진 체계: 추진조직 구성(사업추진 총괄, 사업추진 전담, 사업 수행팀)
- 목표시스템 구성도: 사업 범위에 대한 시스템 구성도
- 추진 일정: 사업 시작 후 5개월간의 일정
- 공공 SW 사업 법제도 점검항목별 적용 여부: 공공 SW 사업 법제도에 따른 적용 여부
- 주관부서 및 담당자: 입찰관련 문의(재무회계팀 담당자), 과업내용 및 제안서 관련 문의(총무전산팀 담당자)
- 요구사항 구성: 기능 요구사항, 성능 요구사항 등 총 24개의 요구사항 분류",pdf,국가과학기술지식정보서비스_통합정보시스템 고도화 용역.pdf,True,True,False,False,False
Unknown_16,-1.0,예약발매시스템 개량 ISMP 용역,협의 예정,한국철도공사 (용역),2024-05-31 00:00:00,2024-06-07 00:00:00,2024-06-11 00:00:00,"- 사업 개요: 예약발매시스템 개량을 위한 업무 종합계획(ISMP) 수립
- 추진배경 및 필요성: 시스템 노후화와 운용 효율 저하, 산업 동향 대응 필요, 정보화 계획 확립 필요
- 현황 및 문제점: 시스템 구성 현황 및 문제점 파악
- 추진목표: 예약발매 관련 업무 분석 및 정보화 현황 파악, 예약발매 시스템 개량 마스터플랜 수립
- 추진전략: 기술적 전략을 통한 과업 수행, 신기술 활용 및 확장성 확보, 내-외부적 사업환경 변화 대응",pdf,한국철도공사 (용역)_예약발매시스템 개량 ISMP 용역.pdf,True,True,False,False,True
20240910050,0.0,2025 구미아시아육상경기선수권대회 종합정보시스템 및 홈페이지 등 구축 용역,260000000,2025 구미 아시아육상경기선수권대회 조직위원회,2024-09-10 16:31:49,미정,2024-09-23 18:00:00,"- 2025 구미아시아육상경기선수권대회를 위한 종합정보시스템 및 홈페이지 등 구축 용역 제안
- 대회 정보와 행사 정보 제공을 통한 대회 홍보 및 성공적인 대회 운영
- 종합정보시스템 구축을 위한 요구분석 및 상세설계
- 대회 정보화 시설 구축과 대회 종합정보시스템 운영을 위한 S/W 개발
- 대회 일정, 결과, 선수 등의 데이터를 신속하게 전달하고 관리하는 종합정보시스템 운영",pdf,2025 구미 아시아육상경기선수권대회 조직위원회_2025 구미아시아육상경.pdf,False,False,True,False,False
Unknown_18,-1.0,2024년 건설기술에 관한 특허·실용신안 활용실적 관리시스템 개편 용역,87000000,한국발명진흥회 입찰공고,2024-06-07 00:00:00,2024-06-07 22:00:00,2024-06-20 10:00:00,"- 사업명: 2024년 건설기술에 관한 특허-실용신안 활용실적 관리시스템 개편
- 추진 배경 및 필요성: 효율적인 서비스 운영을 위한 시스템 개편 필요, 사용자 중심의 인터페이스 개선, 타 기관 시스템과의 정보 연계 체계 구축 필요
- 추진 목적: 건설기술에 관한 특허-실용신안 활용실적 관리시스템의 효율성 제고, 대민용 정보 제공 기능 강화, 사업 운영 DB구축 기능 강화
- 사업 범위: 업무처리 지원 기능 구축, DB 개선 및 조회 기능 구축, 사용자 인터페이스 개선, 타 기관 시스템과의 연계 기술 지원, 기존 시스템 기능 개선, 매뉴얼 제작",pdf,한국발명진흥회 입찰공고_2024년 건설기술에 관한 특허·실용신안 활용실.pdf,True,True,False,False,False
20240903676,1.0,관산근린공원 다목적구장 홈페이지 및 회원 통합운영 관리 시스템 구축[협상에 의한 계약],90000000,고양도시관리공사,2024-09-04 14:19:27,2024-09-11 10:00:00,2024-09-19 17:00:00,"- 사업 개요: 고양도시관리공사에서 관산근린공원 다목적구장 회원 통합운영관리 시스템 구축을 위한 제안요청서
- 추진배경: 관산근린공원 다목적구장의 효율적인 운영과 자동화시스템 구축, 운영 인력 구성을 위함
- 사업범위: 시스템 업그레이드, 운영시스템과의 하드웨어 연동, 무인화 운영 프로그램 제공 등
- 기대효과: 효율적인 운영, 개인정보보호 및 보안 기능 강화, 안내데스크 및 출입통제시스템 구매 및 설치
- 추진목표: 관산근린공원 다목적구장 회원 통합운영관리 시스템 구축을 통한 효율적인 운영 및 자동화 시스템 구축",pdf,고양도시관리공사_관산근린공원 다목적구장 홈페이지 및 회원 통합운영.pdf,False,False,False,False,False
20240903688,0.0,JST 공유대학(원) xAPI기반 LRS시스템 구축,116000000,전북대학교,2024-09-04 15:01:14,2024-09-05 09:00:00,2024-09-19 12:00:00,"- 사업개요: JST 공유대학(원)에서 xAPI 기반 LRS시스템을 구축하는 사업
- 추진배경: 학습 데이터의 통합 관리, 개인 맞춤형 학습 환경 구축, 데이터 기반의 의사결정 필요성
- 사업범위: JST 공유대학(원) 내에서 xAPI 기반의 LRS 시스템 구축
- 기대효과: 학습자 맞춤형 학습 경로 제공, 교육 정책 수립에 필요한 정보 제공, 학습 효과 향상 및 교수 방법 개선
- 추진목표: 학습자의 다양한 학습 활동 데이터 수집 체계 구축, 맞춤형 학습 경로 제공, 학습자의 학습효과 향상 및 교수 방법 개선",pdf,전북대학교_JST 공유대학(원) xAPI기반 LRS시스템 구축.pdf,False,False,False,False,False
20240904268,0.0,의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업,50000000,한국보건산업진흥원,2024-09-04 18:33:03,2024-09-13 10:00:00,2024-09-20 10:00:00,"- 사업개요: 의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(올인원 플랫폼 구현 등)
- 추진배경 및 필요성: 한국보건산업진흥원의 혁신의료기기 연구개발 정보관리기관 지정
- 사업범위: 의료기기 연구개발 정보 수집 및 보급
- 기대효과: 의료기기산업의 연구개발 효율 촉진 및 정보 관리의 체계화
- 추진목표: 혁신의료기기 연구개발 관련 정보를 체계적이고 종합적으로 관리 및 보급하기 위한 기능개선 사업",pdf,한국보건산업진흥원_의료기기산업 종합정보시스템(정보관리기관) 기능.pdf,False,False,False,False,False
R25BK00632049,0.0,라오스 보건의료정보화 협력을 위한 사전타당성 조사,44000000,한국사회보장정보원,2025-02-11 13:32:46,2025-02-11 14:00:00,2025-02-27 14:00:00,"- 사업개요: 라오스 보건의료정보화 협력을 위한 사전타당성 조사
- 추진배경 및 필요성: 라오스의 보건시스템 강화와 디지털 기술 활용을 위한 필요성
- 주요내용: 라오스 현황조사, 사업 타당성 분석, 사업 계획 수립, 협력국 사업요청서 수신 및 무상원조시행계획 작성 지원
- 추진체계 및 역할: 사업 총괄, 정책지원 및 협력, 사업자문, 사업수행
- 추진일정: 사전준비, 사업수행, 사업결과보고
- 세부사업내용: 문헌검토 및 사업대상지 조사, 이해관계자 조사",pdf,한국사회보장정보원_라오스 보건의료정보화 협력을 위한 사전타당성 조.pdf,False,False,False,False,False
R25BK00632248,0.0,강릉어선안전조업국 상황관제시스템 구축,210000000,수협중앙회,2025-02-11 10:27:38,미정,2025-03-10 11:00:00,"- 사업 목적: 강릉어선안전국 상황관제시스템 구축을 통해 어선위치 모니터링 및 긴급 상황 대응을 강화
- 사업 개요: 강릉어선안전국 상황관제시스템 구축사업으로 242inch LED 전광판 디스플레이, 98inch 전자칠판, 음향시스템 등의 영상 및 음향시스템 구축
- 사업 범위: 영상시스템 구축 및 음향시스템 구축
- 기대효과: 종합적인 관제지원 및 외부 홍보, 브리핑에 활용 가능",pdf,수협중앙회_강릉어선안전조업국 상황관제시스템 구축.pdf,False,False,True,False,False
Unknown_24,-1.0,용인 첨단 시스템반도체 국가산단 용수공급사업 타당성조사 및 기본계획 수립 용역,2392940000,한국수자원공사,2024-05-13 00:00:00,미정,미정,"- 용인 첨단 시스템반도체 국가산단 용수공급사업의 타당성 조사 및 기본계획 수립 용역
- 사업 목적은 용인 첨단 시스템반도체 국가산단에 용수를 공급하기 위한 사업의 타당성 조사 및 기본계획 수립
- 과업 대상 지역은 용인시, 성남시, 광주시, 하남시
- 사업 개요는 2034년까지 총 공급량 80만/일로 1단계와 2단계로 나누어 진행됨
- 과업의 범위 및 내용은 자료 수집, 현지조사, 타당성 조사, 주요시설물 계획 등으로 구성됨",pdf,한국수자원공사_용인 첨단 시스템반도체 국가산단 용수공급사업 타당성.pdf,True,True,True,True,False
R25BK00601569,1.0,아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아)사업 PMC 용역,977240000,한국농어촌공사,2025-02-05 18:31:37,2025-02-06 10:00:00,2025-03-10 10:00:00,"- 사업개요: 2025년까지 아세안+3 식량안보정보시스템 3단계 협력사업을 캄보디아에서 추진하는 PMC 용역 제안 요청서입니다.
- 추진배경: 캄보디아를 포함한 아세안+3 국가들의 식량안보와 빈곤감소에 기여하기 위해 식량안보정보네트워크를 설립하고 농업통계정보 수집, 분석, 관리 및 모니터링을 지원하는 사업입니다.
- 사업범위: 원격탐사기술을 활용한 작물 모니터링과 농업 생산예측모델 개발을 위한 마스터플랜 수립, 시범사업, 지식교류, 인력강화 등을 포함합니다.
- 기대효과: 아세안+3 지역의 식량안보와 빈곤감소를 향상시키는데 기여할 것으로 기대됩니다.
- 추진목표: 식량안보예측모델(FSFM) 마스터플랜 수립, 카토그램 데이터베이스 구축, FSFM 시스템 개발, 전문가 파견 및 역량강화를 추진합니다.",pdf,한국농어촌공사_아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아.pdf,False,False,False,False,False
Unknown_26,-1.0,[긴급] [지문] [국제] 우즈베키스탄 열린 의정활동 상하원 국회 방송시스템 구축 및 지역의회 연계 개선 PMC 용역,6758571493,KOICA 전자조달,2024-10-24 00:00:00,미정,미정,"- 우즈베키스탄 국회 방송시스템 구축 및 지역의회와의 연계 기반 개선 사업 PMC 용역
- 목표: 우즈베키스탄 국회의 투명성 강화 및 참여 민주주의 구현
- 대상지: 타슈켄트시, 12개 주 및 카라칼팍스탄 공화국
- 사업 범위: 기자재 조달업체 선정 및 운영지원, 응용시스템 개발, 기반 설비 구축, 국회 구성원 역량강화
- 추진일정: 2024년부터 2027년까지",pdf,KOICA 전자조달_[긴급] [지문] [국제] 우즈베키스탄 열린 의정활동 상하원 .pdf,True,True,True,True,False
Unknown_27,-1.0,수도사업장 통합 사고분석솔루션 시범구축 용역,195030000,한국수자원공사,2024-05-07 00:00:00,2024-05-24 09:00:00,2024-05-28 17:00:00,"- 과업명: 수도사업장 통합 사고분석솔루션 시범구축 용역
- 과업목적: 수도사업장 사고발생 시 운영시스템을 활용해 신속․정확한 사고분석을 위한 통합사고분석솔루션을 구축
- 과업범위: 수도사업장 운영, 경보, 제어, 영상정보 통합관리체계 개발 및 통합 사고분석솔루션 웹서비스 시범구축
- 기대효과: 사고시점의 전체 운영상태 복원, 신속․정확한 사고분석 가능
- 추진목표: 수도사업장 통합 사고분석솔루션을 완성하여 운영에 활용",pdf,한국수자원공사_수도사업장 통합 사고분석솔루션 시범구축 용역.pdf,True,True,False,False,False
R25BK00603644,0.0,기록관리시스템 통합 활용 및 보안 환경 구축,282300000,국방과학연구소,2025-01-24 11:05:18,2025-01-24 11:30:00,2025-02-13 10:00:00,"- 사업명: 기록관리시스템 통합 활용 및 보안 환경 구축
- 추진배경 및 필요성: 공공기록물 관리 법률 및 데이터 활성화 법률에 따라 기록관리시스템의 통합과 보안 강화 필요
- 주요 사업내용: 이용자 페이지 전면 개편, 기록물 통합 활용 및 보안 환경 구축, 기록관리시스템 성능 개량 및 기타 기능 개발, 데이터 표준화 적용 및 관리
- 기대효과: 기록관리시스템의 안정성과 일관성 확보, 이용자 서비스 만족도 제고, 기록물 활용 보안 강화, 업무 효율성 제고
- 추진목표: 사업 준비, 요구사항 분석 및 설계, 시스템 개발, 테스트 및 검수, 사업관리",pdf,국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.pdf,False,False,False,False,False
R25BK00603533,0.0,인천일자리플랫폼 정보시스템 구축 ISP 수립용역,100000000,인천광역시,2025-01-24 10:36:45,2025-01-31 10:00:00,2025-02-11 16:00:00,"- 사업개요: 인천일자리플랫폼 정보시스템 구축을 위한 ISP 수립
- 추진배경: 구인‧구직자 일자리 생애주기 맞춤형 정보시스템 필요, 계층별‧기관별 일자리정책 창구의 일원화 필요, 기존 인천일자리포털 기능 한계에 따른 웹서비스 고도화 필요
- 사업범위: 일자리업무시스템 및 일자리포털웹사이트 구축
- 기대효과: 수요자 맞춤형 일자리 업무 프로세스 개발, 일자리정보통합, 기능고도화, 정보보안 및 기타 개선
- 추진목표: 정보시스템 구축을 위한 이행계획 수립, 사업관리 및 감독, 산출물 품질관리",pdf,인천광역시_인천일자리플랫폼 정보시스템 구축 ISP 수립용역.pdf,False,False,False,False,False
R25BK00604826,0.0,"2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 유지·보수",220000000,대한장애인체육회,2025-01-24 16:10:13,2025-01-28 11:00:00,2025-02-04 14:00:00,"- 2025년 전국장애인체육대회의 전산 및 시스템, 홈페이지 유지-보수 용역 사업
- 추진배경은 대회 운영을 위한 안정성과 정보 관리의 편리성 강화를 목표로 함
- 사업내용은 통합정보센터 운영 및 유지보수, 전국장애인체육대회 홈페이지 및 시스템 유지-보수, 기타 운영 및 유지보수 관련임
- 기대효과는 사용자의 이용 편의성 제공과 시스템 운영의 효율성 증가
- 추진목표는 통합정보센터와 전산 및 홈페이지의 안정성 확보
- 추진전략은 업무 중심의 시스템 운영과 정보 표준화 확립
- 추진체계는 주관부서, 협조부서, 실무부서, 자문기관, 주관사업자 간 역할 분담
- 제안요청내용에는 목표시스템 개념도와 사업추진 내용이 포함되어 있음",pdf,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .pdf",False,False,False,False,False
R25BK00605617,0.0,수도국산달동네박물관 전시해설 시스템 구축(협상에 의한 계약),200000000,인천광역시 동구,2025-01-24 19:56:15,미정,2025-02-20 18:00:00,"1. 사업명: 수도국산달동네박물관 전시해설 시스템 구축
2. 추진방향: 최신 ICT 기술을 활용하여 전시 이해도 상승과 관람객 중심의 능동적인 전시 관람 환경 제공
3. 사업개요: 인천 동구에 위치한 수도국산달동네박물관에서 무인 전시해설 시스템을 구축하는 사업, 6개월 이내, 예산 200,000천원
4. 추진일정 및 추진방식: 사업기간은 6개월 이내, 제한경쟁입찰(협상에 의한 계약) 방식
5. 과업수행 일반사항: 과업수행하여야 할 내용 및 과업 일정, 세부과업 지침, 보안대책 등
6. 보고 및 성과품 제출: 과업 수행 보고 및 성과품 제출 일정과 방법
7. 제안요청내용: 수도국산달동네박물관 전시해설 시스템 구축에 대한 개요, 과업내용, 상세 요구사항 안내",pdf,인천광역시 동구_수도국산달동네박물관 전시해설 시스템 구축(협상에 .pdf,False,False,True,False,False
